[00:19:22] [Server thread/INFO]: Starting minecraft server version 1.15.2
[00:19:22] [Server thread/INFO]: Loading properties
[00:19:22] [Server thread/INFO]: Default game type: SURVIVAL
[00:19:22] [Server thread/INFO]: Generating keypair
[00:19:22] [Server thread/INFO]: Starting Minecraft server on 51.68.115.89:25565
[00:19:22] [Server thread/INFO]: Using epoll channel type
[00:19:23] [Server thread/INFO]: This server is running CraftBukkit version git-Bukkit-8160e29 (MC: 1.15.2) (Implementing API version 1.15.2-R0.1-SNAPSHOT)
[00:19:29] [Server thread/WARN]: Plugin DiscordChat v1.4.2 does not specify an api-version.
[00:19:29] [Server thread/INFO]: [WorldEdit] Loading WorldEdit v7.0.1;61bc012
[00:19:30] [Server thread/INFO]: Got request to register class com.sk89q.worldedit.bukkit.BukkitServerInterface with WorldEdit [com.sk89q.worldedit.extension.platform.PlatformManager@74bd2d75]
[00:19:30] [Server thread/INFO]: [DiscordChat] Loading DiscordChat v1.4.2
[00:19:30] [Server thread/INFO]: [Essentials] Loading Essentials v2.17.1.0
[00:19:30] [Server thread/INFO]: [Multiverse-Core] Loading Multiverse-Core v4.1.0-b775
[00:19:30] [Server thread/INFO]: [Multiverse-Portals] Loading Multiverse-Portals v4.1.0-b805
[00:19:30] [Server thread/INFO]: [WorldEdit] Enabling WorldEdit v7.0.1;61bc012
[00:19:30] [Server thread/INFO]: WEPIF: Using the Bukkit Permissions API.
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:stone_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:stone_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:stone_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:stone_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:stone_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:stone_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:stone_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:stone_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:stone_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property snowy for block minecraft:mycelium
[00:19:32] [Server thread/WARN]: Unknown property snowy for block minecraft:mycelium
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:nether_brick_fence
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:nether_brick_fence
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:nether_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:nether_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:nether_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:nether_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:nether_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:nether_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:nether_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:nether_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:nether_brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:nether_wart
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:nether_wart
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:nether_wart
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:nether_wart
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:nether_wart
[00:19:32] [Server thread/WARN]: Unknown property has_bottle_0 for block minecraft:brewing_stand
[00:19:32] [Server thread/WARN]: Unknown property has_bottle_0 for block minecraft:brewing_stand
[00:19:32] [Server thread/WARN]: Unknown property has_bottle_0 for block minecraft:brewing_stand
[00:19:32] [Server thread/WARN]: Unknown property has_bottle_0 for block minecraft:brewing_stand
[00:19:32] [Server thread/WARN]: Unknown property has_bottle_0 for block minecraft:brewing_stand
[00:19:32] [Server thread/WARN]: Unknown property has_bottle_0 for block minecraft:brewing_stand
[00:19:32] [Server thread/WARN]: Unknown property has_bottle_0 for block minecraft:brewing_stand
[00:19:32] [Server thread/WARN]: Unknown property has_bottle_0 for block minecraft:brewing_stand
[00:19:32] [Server thread/WARN]: Unknown property has_bottle_0 for block minecraft:brewing_stand
[00:19:32] [Server thread/WARN]: Unknown property level for block minecraft:cauldron
[00:19:32] [Server thread/WARN]: Unknown property level for block minecraft:cauldron
[00:19:32] [Server thread/WARN]: Unknown property level for block minecraft:cauldron
[00:19:32] [Server thread/WARN]: Unknown property level for block minecraft:cauldron
[00:19:32] [Server thread/WARN]: Unknown property level for block minecraft:cauldron
[00:19:32] [Server thread/WARN]: Unknown property eye for block minecraft:end_portal_frame
[00:19:32] [Server thread/WARN]: Unknown property eye for block minecraft:end_portal_frame
[00:19:32] [Server thread/WARN]: Unknown property eye for block minecraft:end_portal_frame
[00:19:32] [Server thread/WARN]: Unknown property eye for block minecraft:end_portal_frame
[00:19:32] [Server thread/WARN]: Unknown property eye for block minecraft:end_portal_frame
[00:19:32] [Server thread/WARN]: Unknown property eye for block minecraft:end_portal_frame
[00:19:32] [Server thread/WARN]: Unknown property eye for block minecraft:end_portal_frame
[00:19:32] [Server thread/WARN]: Unknown property eye for block minecraft:end_portal_frame
[00:19:32] [Server thread/WARN]: Unknown property eye for block minecraft:end_portal_frame
[00:19:32] [Server thread/WARN]: Unknown property lit for block minecraft:redstone_lamp
[00:19:32] [Server thread/WARN]: Unknown property lit for block minecraft:redstone_lamp
[00:19:32] [Server thread/WARN]: Unknown property lit for block minecraft:redstone_lamp
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:oak_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:oak_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:spruce_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:spruce_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:birch_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:birch_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:jungle_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:jungle_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:acacia_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:acacia_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:dark_oak_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:dark_oak_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:oak_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:spruce_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:birch_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:jungle_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:acacia_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:dark_oak_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:oak_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:spruce_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:birch_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:jungle_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:acacia_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:dark_oak_slab
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cocoa
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cocoa
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cocoa
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cocoa
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cocoa
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cocoa
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cocoa
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cocoa
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cocoa
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cocoa
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cocoa
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cocoa
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cocoa
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:ender_chest
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:ender_chest
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:ender_chest
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:ender_chest
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:ender_chest
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property attached for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:tripwire_hook
[00:19:32] [Server thread/WARN]: Unknown property disarmed for block minecraft:tripwire
[00:19:32] [Server thread/WARN]: Unknown property attached for block minecraft:tripwire
[00:19:32] [Server thread/WARN]: Unknown property disarmed for block minecraft:tripwire
[00:19:32] [Server thread/WARN]: Unknown property disarmed for block minecraft:tripwire
[00:19:32] [Server thread/WARN]: Unknown property disarmed for block minecraft:tripwire
[00:19:32] [Server thread/WARN]: Unknown property disarmed for block minecraft:tripwire
[00:19:32] [Server thread/WARN]: Unknown property disarmed for block minecraft:tripwire
[00:19:32] [Server thread/WARN]: Unknown property disarmed for block minecraft:tripwire
[00:19:32] [Server thread/WARN]: Unknown property disarmed for block minecraft:tripwire
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:spruce_stairs
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:spruce_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:spruce_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:spruce_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:spruce_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:spruce_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:spruce_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:spruce_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:spruce_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:birch_stairs
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:birch_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:birch_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:birch_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:birch_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:birch_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:birch_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:birch_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:birch_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:jungle_stairs
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:jungle_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:jungle_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:jungle_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:jungle_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:jungle_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:jungle_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:jungle_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:jungle_stairs
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:command_block
[00:19:32] [Server thread/WARN]: Unknown property conditional for block minecraft:command_block
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:cobblestone_wall
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:cobblestone_wall
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:mossy_cobblestone_wall
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:mossy_cobblestone_wall
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:carrots
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:carrots
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:carrots
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:carrots
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:carrots
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:carrots
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:carrots
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:carrots
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:carrots
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:potatoes
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:potatoes
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:potatoes
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:potatoes
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:potatoes
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:potatoes
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:potatoes
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:potatoes
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:potatoes
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_button
[00:19:32] [Server thread/WARN]: Unknown property face for block minecraft:oak_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_button
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:skeleton_skull
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:skeleton_skull
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:skeleton_skull
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:skeleton_wall_skull
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:skeleton_wall_skull
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:skeleton_wall_skull
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:skeleton_wall_skull
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:skeleton_wall_skull
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:skeleton_skull
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:skeleton_skull
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:skeleton_wall_skull
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:skeleton_wall_skull
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:skeleton_wall_skull
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:skeleton_wall_skull
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:chipped_anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:chipped_anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:chipped_anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:chipped_anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:chipped_anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:damaged_anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:damaged_anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:damaged_anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:damaged_anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:damaged_anvil
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:trapped_chest
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:trapped_chest
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:trapped_chest
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:trapped_chest
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:trapped_chest
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:light_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property power for block minecraft:heavy_weighted_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property mode for block minecraft:comparator
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:hopper
[00:19:32] [Server thread/WARN]: Unknown property enabled for block minecraft:hopper
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:hopper
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:hopper
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:hopper
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:hopper
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:hopper
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:hopper
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:hopper
